name,danWei,danWei2,danWei3,danWei4,des,year,durYear,money,du,leiBie,leiBie2,ff,js,kj,kj2,bb,fzr,gg,djs,ly,jisu,jisu2,buf,fm,cgxs,zsxk
大尺寸宽禁带氧化镓材料及器件研发,智通未来技术公司,未来科技大学,光谱研究大学,生物前沿研究院,开展4英寸n型氧化镓单晶衬底制备工艺研究，突破抑制挥发、降低孪晶位错缺陷密度等核心技术，实现晶圆级高质量氧化镓单晶制备。研制氧化镓单晶生长装备，发展高温热场精确仿真及动态调控技术。研究氧化镓基功率器件设计技术，发展离子注入和斜面终端技术，研发耐高压、低导通损耗的SBD器件和MOSFET器件。研究Ga2O3吸附反应外延技术和装备，解决Ga2O3外延及掺杂等材料产业问题。研发晶圆级（4-6英寸）氧化镓薄膜关键制备技术。,2023,2,1500,一般项目,自助,自助,材料设计，禁带宽度优化，器件集成,宽禁带氧化镓材料，器件集成系统，性能优化,国家,美国,1,李旭 14576821951,郭成 李帅 王鑫 赵玲 ,丽县,材料,智能制造与高端装备,精密加工与设备,社发,十个方面五,研究报告,未结项
高性能有机硅高分子材料及产业化应用,极限材料科技公司,环境科学与技术研究所,锐意智能系统公司,[],研究有机硅高树脂的分子结构设计、单体制备、聚合、扩链及高效脱除低分子技术；研究高性能有机硅高分子材料的构效关系；研究高性能有机硅高分子材料的共混改性及其在密封粘接、医用液体硅橡胶、并用胶等领域应用技术。,2021,3,500,一般项目,管理研究,管理研究二,材料设计，性能优化，产业化流程,有机硅高分子材料，性能优化系统，产业化平台,国家,印度,3,李红 15236203385,王兰英 ,永安市,农业,智能制造与高端装备,精密加工与设备,社发,十个方面三,学术论文,已结项
新型高性能含氟功能材料,智能机器人研究所,极限材料科技公司,[],[],主要研究应用导向功能性含氟材料的结构设计、构效关系，设计合成关键单体，研发长链、短链、官能团单体的共聚工艺以及共聚物组成、分子量及其分布的链结构调控策略，气液固多相聚合过程强化及高效集成后处理的工程化，开发基于过程强化技术的主体化合物宏量制备和智造技术，研发含氟化材料复配和应用技术。,2020,6,1000,主要项目,使用研究,使用研究一,材料设计，性能优化，功能提升,含氟功能材料技术，性能优化系统，功能提升平台,国家,德国,3,杨丽华 14524008236,高军 赵杨 裴倩 张兰英 ,南宁县,农业,智能制造与高端装备,精密加工与设备,工业,十个方面十,发明专利,已结项
高比能高安全电池与超级电容器关键材料研发及产业化,智能机器人研究所,未来能源研究所,智通未来技术公司,先锋工程学院,研究高安全长寿命动力电池的多元正极、4.50V高电压锂电材料、低膨胀长寿命纳米硅碳负极、高安全隔膜、高性能电解质等关键材料，研制高能量密度、高安全的锂离子电池。突破高功率电极及器件设计与制造技术、高功率储能器件安全性及可靠性应用技术，开发出高能量密度超级电容器。研究全固态锂电池关键材料制备技术，开展全固态锂二次电池设计、制造工艺研究。,2019,5,1000,主要项目,特殊研究,特殊研究,材料设计，比能优化，安全性提升,高比能电池材料，高安全性系统，超级电容器技术,互联网,互联网六,2,黄文 15331451686,林瑜 黄丹丹 王斌 ,强市,空间,智能制造与高端装备,精密加工与设备,社发,十个方面一,软件平台,已结项
高性能纤维制备及其在防护、海洋等领域应用关键技术,恒星数据科技公司,锐意智能系统公司,[],[],研发高性能纤维分子结构设计、单体纯化及聚合、杂质含量控制技术，研发高强高模、高耐候、高耐腐蚀等超高性能纤维的稳定制备及高效表面改性技术技术，设计和开发专用基体树脂，开发与应用相适应的纤维空间立体结构及编织（机织）技术及关键装备，开发纤维展纱、预浸、纤维混杂等复合材料的制备方法、工艺及设备等关键技术，研究动态载荷下复合材料的服役寿命。,2020,6,200,一般项目,管理研究,管理研究四,纤维设计，性能优化，应用开发,高性能纤维技术，防护纤维系统，海洋应用平台,国家,印度,2,郭欣 15179761435,陈瑜 ,慧市,机器人,新材料,高性能树脂与纤维材料,工业,十个方面五,学术论文,未结项
极端环境用先进聚酯功能纤维关键技术与应用示范,光谱研究大学,先锋工程学院,[],[],研究绿色环保催化剂、高性能纺丝专用油剂、高端多功能母粒等制备技术，开发多功能助剂高效均质混合分散技术，研究功能助剂的协同效应、功能与性能评价等关键技术，开发研发“一头多尾”低温短流程平推流聚酯技术，开发先进聚酯功能纤维自主可控制备智能化、规模化制备技术及关键装备。,2016,6,1000,主要项目,使用研究,使用研究三,纤维设计，性能优化，环境适应,先进聚酯纤维技术，环境适应系统，性能优化平台,国家,法国,3,王冬梅 18696294555,马霞 ,敏县,能源,新材料,高性能树脂与纤维材料,工业,十个方面十,发明专利,延期结项
高强韧耐热钛基复合材料增材制造关键技术与应用,光谱研究大学,先锋工程学院,天域生物工程有限公司,天际大学,开展高强韧耐热钛基复合材料设计与制备、合金与增强相含量、尺寸和空间分布调控技术研究；研究基于激光熔融增材制造和热压烧结工艺的高强韧耐热钛基复合材料制造技术，发展面向粉末冶金与增材制造的高性能钛基复合材料组织性能优化设计、原位组织调控和应力消除等技术；研究高强韧耐热复杂薄壁复合材料构件短流程制造控形控性关键技术。研究高质量钛基梯度复合材料制备技术以及在整体叶盘、涡轮等关重构件中的应用技术，开展增材制造技术与材料应用关系的研究。,2017,5,400,主要项目,管理研究,管理研究六,材料设计，增材制造，性能优化,钛基复合材料技术，增材制造系统，性能优化平台,国家,日本,1,林淑兰 13336744859,朱秀芳 胡宇 张想 王淑兰 杨璐 ,辽阳县,交通,智能制造与高端装备,智能制造技术,工业,十个方面七,软件平台,延期结项
低温高强高韧大型风力发电机结构件材料及成型技术研发及应用示范,极限材料科技公司,深空探测研究中心,[],[],研究低温高强高韧铸造材料的增强技术；研制满足大型风力发电机结构件低温高强高韧大型铸件材料；研究大型风力发电机结构件低温高强高韧铸件材料的疲劳、断裂性能及评估方法；研究低温高强高韧大型风力发电机结构件成形和铸造质量控制技术；在大容量风力发电装备上示范应用。,2017,3,400,重点项目,系统研究,系统研究七,材料设计，成型工艺，性能优化,高强高韧材料技术，成型工艺系统，性能优化平台,互联网,互联网六,1,李荣 18634280401,张浩 林帅 王勇 喻霞 ,昆明县,医疗,智能制造与高端装备,精密加工与设备,工业,十个方面三,发明专利,未结项
高性能高温与特种金属结构材料研发及应用示范,锐意智能系统公司,未来能源研究所,恒星数据科技公司,[],研究高强高导、高耐磨、高耐腐蚀、高阻尼等特殊性能的铜合金成分设计及加工工艺；研究高性能硬质合金制备及规模化生产工艺；研究镍/铬/钴基特种合金、5G基站电源用触点材料；研究耐高温材料金属粉末注射成型工艺，开发出适用于汽油机涡轮增压用的耐高温材料；研究高品质球形TiAl合金粉末、工业化TiAl构件增材制造工艺及性能控制关键技术；研究磁控溅射在柔性基底上制备应变合金箔材的关键技术及示范应用。,2022,2,400,一般项目,自助,自助,材料设计，温度适应，结构优化,高温金属材料技术，特种结构系统，温度适应平台,国家,德国,3,方杰 18073867687,张雪梅 聂飞 ,辛集市,交通,智能制造与高端装备,精密加工与设备,社发,十个方面四,学术论文,未结项
硬组织植介入材料,极限材料科技公司,智能机器人研究所,[],[],面向骨科、牙科、口腔科硬组织植介入材料和器械的临床需要，研究新型金属、陶瓷、可降解聚合物等硬组织植入材料、表面/界面改性，阐明材料的物理和化学性能对组织再生及与硬组织结合的机制，实现生物矿化、抗菌、促成骨、促血管化、免疫调节等生物功能。,2020,5,500,主要项目,系统研究,系统研究五,材料设计，生物相容性优化，植入工艺,硬组织植入材料技术，生物相容性系统，植入工艺平台,国家,印度,1,杨晶 13070437375,邱桂英 丁雪 刘杰 鄢林 李刚 ,阜新县,交通,智能制造与高端装备,精密加工与设备,社发,十个方面六,发明专利,延期结项
创面软组织材料,天域生物工程有限公司,生物前沿研究院,先锋工程学院,天域生物工程有限公司,面向皮肤、肌肉、肌腱、子宫内膜等软组织，开展创面软组织材料的设计与应用研究，实现创面精准修复和功能重建。研究和发展具有主动免疫调控性能的创面软组织材料，促进慢性难愈合皮肤创面、感染性创面、损伤心肌组织、肌腱等再生修复。研究铜系抗病毒纳米材料及其医卫无纺布制备关键技术，开发出氧化亚铜、抗病毒母粒及抗菌防病毒非织造布。,2017,3,1200,一般项目,系统研究,系统研究四,材料设计，愈合促进，性能优化,软组织材料技术，愈合促进系统，性能优化平台,互联网,互联网二,2,陆平 13366825733,桑文 陈娟 王波 朱彬 臧超 ,佛山市,材料,智能制造与高端装备,精密加工与设备,工业,十个方面五,发明专利,未结项
